,Token_id,Two categories,Hair,Clothing,Background,Mouth,Offhand,Type,Eyes,Trait_count,Ear,Neck,Headgear,Face,Special
1461,1461,M,Indigo Messy,Blue Bomber,Red,Meh,,Human,Closed,7,,Contract Tattoo,,,
1462,1462,F,Violet Flowy,Fur Hoodie,Off White A,Tongue Out,,Human,Closed,8,Yin Yang,,Ayaigasa,,
1463,1463,M,Brown Fluffy,Maroon Yukata,Off White A,Long Stubble,Skateboard,Human,Closed,7,,,,,
1464,1464,F,Silver Pixie,Light Kimono,Off White D,Grass,,Red,Concerned,7,Sunflower,,,,
1465,1465,F,Pink Flowy,Red Panda Kigurumi,Off White C,Smoking,Monk Staff,Human,Amethyst,7,,,,,
1466,1466,F,Green Flowy,Black Ninja Top,Dark Purple,Closed,,Human,Closed,7,,Chill Headphones,,,
1467,1467,F,Indigo Bangs,Turquoise Kimono with Bow,Dark Purple,Smirk,,Human,Concerned,6,,,,,
1468,1468,F,Brown Blonde Flowy,White Qipao with Fur,Red,Relaxed,Golden Monkey King Staff,Human,Red,10,Red Tassel,,,Round Purple Sunglasses,Fireflies
1469,1469,M,Brown Spiky,Red Kimono,Off White A,Bubble Gum,Shinai,Human,Determined,9,Blue Bean,Chain,,,
1470,1470,M,Teal Messy,Black Bomber,Off White C,Wheat Straw,,Human,Indifferent,7,,Tribal Tattoo,,,
1471,1471,M,Brown Messy,Hoodie with Bag,Off White D,Chuckle,Golden Guitar,Human,Curious,10,,,Straw Hat,Round Blue Sunglasses,Smoke
1472,1472,M,Brown Spiky,Kimono with Straw Hat,Red,Smirk,Monkey King Staff,Human,Bored,8,,,Frog Headband,,
1473,1473,F,Green Ponytail,Light Armor,Dark Blue,Face Mask,Katana,Human,Joyful,10,Chiyogami,Koi Tattoo,,,Fox Fire
1474,1474,M,Black Fluffy,White Yukata,Cool Gray,Meh,Hook Sword,Human,Determined,8,Dragon,,,,
1475,1475,F,Silver Ponytail,Blue Bomber,Off White B,Relaxed,Guitar,Human,Striking,8,,,,Round Blue Sunglasses,
1476,1476,M,Fire,Suit with Turtleneck,Cool Gray,Smirk,Coin,Human,Red,7,,,,,
1477,1477,M,Blue Short Spiky,Suit with Turtleneck,Off White C,Closed,,Human,Indifferent,6,,,,,
1478,1478,M,Blue Short Spiky,Suikan,Off White D,Sleep Bubble,,Human,Closed,7,,,Sloth Baseball Cap,,
1479,1479,M,Brown Samurai,Suikan,Off White A,Scroll,Skateboard,Human,Meditating,8,,,Broken Straw Hat,,
1480,1480,M,Green Samurai,Kung Fu Shirt,Red,Smoking,Bat,Human,Chill,8,,,Cat Ears,,
1481,1481,F,Brown Flowy,Tank Top with Jacket,Off White B,420,,Human,Pierced Eyebrow,8,Blue Bean,,,Blush,
1482,1482,M,Blonde Swept Back,Red Kimono,Off White A,Smirk,,Human,Pensive,7,,Chain,,,
1483,1483,F,Blonde Flowy,Camo Hoodie,Red,Relaxed,Fishing Rod,Human,Concerned,8,,,Distressed Beanie,,
1484,1484,M,Black Disheveled,Black Blazer,Off White C,Chuckle,Sake,Human,Tired,9,,Chain,,Kabuki Facepaint,
1485,1485,M,Blonde Long,Kung Fu Shirt,Off White D,Chuckle,,Human,Tired,7,,,IKZ Baseball Cap,,
1486,1486,M,Gray Samurai,Black Kimono,Cool Gray,Grass,Sakura Katana,Red,Closed,7,,,,,
1487,1487,M,Orange Short Spiky,Red Panda Yukata,Off White B,Closed,,Human,Careless,6,,,,,
1488,1488,F,Blonde Bun,Turquoise Kimono with Bow,Off White B,Chewing,Zanbato,Human,Pierced Eyebrow,8,,Chill Headphones,,,
1489,1489,F,Magenta Pigtails,Camo Tech Jacket,Off White D,Tongue Out,Banner,Human,Daydreaming,7,,,,,
1490,1490,F,Maroon Ponytail,Lavender Kimono with Bow,Off White B,Laughing,Guitar,Human,Amethyst,8,,,Black Bucket Hat,,
1491,1491,M,Indigo Fluffy,Bloody Bomber,Dark Purple,Meh,Coin,Human,Glowing,8,Ear Cuffs,,,,
1492,1492,F,Silver Ponytail,Red Panda Kimono,Off White C,Laughing,Lantern,Human,Closed,9,,,Red Panda Baseball Cap,Sleep Mask,
1493,1493,M,Blonde Short Spiky,Blue Kimono,Off White C,Relaxed,Shinai,Human,Pensive,8,,,Chef Headband,,
1494,1494,M,Indigo Disheveled,Black T-Shirt,Red,Toothpick,Katana,Human,Curious,8,,,,Red Fang Face Paint,
1495,1495,F,Green Pigtails,Blue Bomber,Off White A,Chewing,,Human,Amethyst,7,,,Purple Kanzashi,,
1496,1496,M,Indigo Long,White T-Shirt,Cool Gray,Smoking,Bat,Human,Meditating,8,,Towel,,,
1497,1497,F,Black Bangs,Hawaiian Shirt,Off White A,Grass,Bat,Human,Concerned,7,,,,,
1498,1498,M,Black Disheveled,Shinto Robe,Off White C,Smirk,Zanbato,Human,Pensive,11,Ear Cuffs,Zen Headphones,,Blue Sunglasses,Fire
1499,1499,F,Dreadlocks,Azuki Tech Jacket,Off White A,Face Mask,Fan,Human,Amethyst,8,,,Frog Headband,,
1500,1500,F,Magenta Flowy,Pink Oversized Kimono,Off White B,Lipstick,Skateboard,Human,Concerned,9,,,Sloth Baseball Cap,Eye Scar,
1501,1501,M,Blue Short Spiky,Kung Fu Shirt,Off White A,Meh,Hand Seal,Human,Bored,8,Skull Ear Cuffs,,,,
1502,1502,M,Green Fluffy,Cloud Poncho,Off White C,Toothpick,Water Orb,Human,Chill,9,Chiyogami,,Frog Beanie,,
1503,1503,F,Purple Bangs,Turquoise Kimono with Bow,Dark Blue,Sleep Bubble,Monkey King Staff,Human,Closed,8,,Chill Headphones,,,
1504,1504,M,Brown Half Bun,Frog Kigurumi,Off White B,Toothpick,Floorsweeper,Human,White,7,,,,,
1505,1505,F,Maroon Half Bun,Vest,Dark Blue,Grin,Leather Katana,Human,Closed,9,,,Ayaigasa,,Fox Fire
1506,1506,M,Powder Blue Disheveled,White Yukata,Off White C,Meh,Bean Juice,Human,Closed,8,,Golden Headphones,,,
1507,1507,F,Maroon Bob,Azuki Track Jacket,Off White C,Smirk,Fan,Human,Ruby,9,,,Red Panda Mask,Eye Scar,
1508,1508,F,Teal Bob,Cat Kimono,Off White D,Lipstick,,Human,Amethyst,8,,Chill Headphones,Yellow Kanzashi,,
1509,1509,F,Magenta Pigtails,Hoodie with Bag,Off White A,Frown,Bean Juice,Human,Closed,8,,,,Seer Eyeband,
1510,1510,M,Orange Short Spiky,Brown Yukata,Dark Purple,Relaxed,Lantern,Human,Determined,7,,,,,
1511,1511,F,Brown Flowy,Light Kimono,Off White C,Laughing,,Human,Closed,7,,,,Heart Eye Patch,
1512,1512,F,Silver Bun,Hoodie with Bag,Off White B,Chewing,Coin,Human,Closed,10,,,Distressed Beanie,Seer Eyeband,Water
1513,1513,F,Dreadlocks,Blue Kimono with Bow,Off White C,Grass,,Human,Ruby,7,Dragon,,,,
1514,1514,F,Pink Flowy,Cat T-Shirt,Dark Blue,Laughing,Lightning Orb,Human,Ruby,8,,,,,Lightning
1515,1515,F,Teal Hairband,Azuki Track Jacket,Off White B,Wheat Straw,,Human,Hopeful,8,,,Red Panda Headband,Round Blue Sunglasses,
1516,1516,F,Silver Bun,Red Panda Kimono,Off White C,Lipstick,Boombox,Blue,Striking,8,,,Yellow Kanzashi,,
1517,1517,M,Maroon Disheveled,Red Kimono,Off White B,Toothpick,Gloves,Human,Careless,8,,Chain,,,
1518,1518,M,Maroon Short Spiky,Sloth T-Shirt,Off White A,Closed,Leather Katana,Human,Indifferent,8,,,Sloth Headband,,
1519,1519,F,Green Ombre Flowy,Sloth Hoodie,Off White C,Lipstick,Monk Staff,Human,Hopeful,10,Sword,,Broken Straw Hat,Red Stripes Face Paint,
1520,1520,M,Blue Spiky,Shinto Robe,Off White D,Pout,,Human,White,7,,,,Eye Scar,
1521,1521,F,Blue Nightshade Flowy,Blue Kimono with Bow,Off White B,Smile,Coin,Human,Hopeful,8,,,,Black Glasses,
1522,1522,M,Black Disheveled,White T-Shirt,Off White B,Toothpick,Fan,Human,Curious,9,Sloth,,,Round Blue Sunglasses,
1523,1523,M,Green Spiky,Black Blazer,Off White C,Chuckle,Golden Fan,Human,Pensive,9,Dragon,Chain,,,
1524,1524,M,Blonde Short Spiky,Sloth Yukata,Dark Purple,Relaxed,,Human,Meditating,7,,,,,Butterfly
1525,1525,M,Maroon Disheveled,Maroon Yukata,Off White B,Smirk,,Human,Tired,8,,,Red Panda Baseball Cap,Red Bandana,
1526,1526,F,Maroon Bun,Black Ninja Top,Dark Blue,Face Mask,,Human,Ruby,7,,,,Blue Sunglasses,
1527,1527,F,Green Flowy,Red Floral Kimono,Cool Gray,Smoking,Bat,Human,Striking,8,,,,Black Glasses,
1528,1528,F,Magenta Flowy,Camo Hoodie,Off White C,Lipstick,Coin,Human,Pierced Eyebrow,7,,,,,
1529,1529,F,Silver Bob,Black Ninja Top,Red,Laughing,Hand Wrap,Red,Amethyst,10,Corded Earbuds,,Sloth Beanie,Black Glasses,
1530,1530,M,Black Swept Back,Green Yukata,Off White D,Pout,Shuriken,Human,Red,7,,,,,
1531,1531,F,Magenta Flowy,Blue Qipao,Off White A,Chewing,,Human,Joyful,7,,,Backwards Cap,,
1532,1532,M,Brown Disheveled,Black Kimono,Off White C,Growl,,Human,Suspicious,6,,,,,
1533,1533,F,Indigo Bangs,Light Kimono,Off White D,Bubble Gum,Bokken,Human,Amethyst,8,,,Yellow Kanzashi,,
1534,1534,F,Brown Blonde Flowy,Lavender Kimono with Bow,Off White B,Smirk,Hand Seal,Human,Ruby,8,,,IKZ Baseball Cap,,
1535,1535,F,Silver Bob,Denim Jacket,Off White D,Laughing,Gloves,Red,Concerned,8,,,,Clear Glasses,
1536,1536,M,Black Fluffy,Maroon Yukata,Off White A,Scroll,Gloves,Human,Pierced Eyebrow,8,,,Horns,,
1537,1537,F,Brown Flowy,Black Qipao,Dark Blue,Wheat Straw,,Human,Determined,6,,,,,
1538,1538,M,Green Samurai,Red Kimono,Off White A,Growl,,Human,Indifferent,7,,Chain,,,
1539,1539,M,Silver Disheveled,Sloth T-Shirt,Red,Not Bad,Zanbato,Human,Tired,8,,Sloth Headphones,,,
1540,1540,M,Orange Swept Back,Dress Shirt,Off White A,Chuckle,Zanbato,Human,Chill,7,,,,,
1541,1541,F,Green Ombre Bangs,Blue Qipao,Off White D,Grin,,Human,Closed,6,,,,,
1542,1542,F,Green Pigtails,Azuki Track Jacket,Off White C,Face Mask,Shinai,Human,Concerned,11,Corded Earbuds,Sneakers,Horns,Kabuki Facepaint,
1543,1543,M,Green Spiky,Camo Tech Jacket,Off White C,Growl,,Human,Careless,8,Wu,,,,Smoke
1544,1544,F,Blue Nightshade Flowy,Archer,Off White A,Relaxed,,Blue,Pierced Eyebrow,10,Hoop,Tribal Tattoo,Purple Kanzashi,,Smoke
1545,1545,M,Blonde Short Spiky,Kimono with Straw Hat,Dark Purple,Smirk,Lantern,Human,Focused,9,,,Chef Headband,Kabuki Facepaint,
1546,1546,M,Blonde Messy,White Blazer,Off White B,Scroll,Hand Wrap,Human,Meditating,10,,Zen Headphones,Backwards Cap,Blue Sunglasses,
1547,1547,M,Green Fluffy,Black Yukata,Off White C,Toothpick,Sake,Human,Tired,9,,Chill Headphones,Newsboy Cap,,
1548,1548,M,Powder Blue Disheveled,Green Yukata,Off White D,Closed,Hook Sword,Human,Suspicious,8,Yin Yang,,,,
1549,1549,M,Purple Pigtails,Black Bomber,Off White A,Laughing,Sakura Katana,Human,Concerned,9,,Koi Tattoo,,,Fire
1550,1550,M,Brown Long,Stitched Samurai Armor,Off White B,Growl,Sake,Human,Indifferent,7,,,,,
1551,1551,F,Brown Flowy,Red Ninja Top,Off White C,Chewing,Sakura Katana,Human,Hopeful,9,Red Cylinder,,Newsboy Cap,,
1552,1552,F,Magenta Pigtails,Camo Hoodie,Cool Gray,Relaxed,Sakura Katana,Human,Pierced Eyebrow,8,,,,Kabuki Facepaint,
1553,1553,M,Orange Short Spiky,Hoshi Jacket,Off White C,Meh,Zanbato,Human,Curious,8,,,,Clear Glasses,
1554,1554,F,Indigo Ponytail,Azuki Track Jacket,Off White D,Smile,Fireball,Human,Daydreaming,9,Yellow Fan,,Yellow Kanzashi,,
1555,1555,F,Blonde Hairband,Blue Kimono with Bow,Off White A,Bubble Gum,Katana,Human,Hopeful,8,Corded Earbuds,,,,
1556,1556,F,Magenta Pigtails,Bandage Top,Off White A,Smoking,,Human,Amethyst,6,,,,,
1557,1557,M,Maroon Disheveled,Fur Hoodie,Dark Purple,Whistling,Sakura Katana,Human,Closed,7,,,,,
1558,1558,M,Blonde Messy,Cat T-Shirt,Off White C,Smirk,Bean Juice,Human,Pierced Eyebrow,7,,,,,
1559,1559,F,Magenta Pigtails,Blue Kimono with Bow,Off White C,Wheat Straw,Lantern,Human,Calm,8,,,,Blue Sunglasses,
1560,1560,F,Purple Bun,Light Kimono,Off White B,Chewing,Red Bean,Human,Closed,8,,,Pointy Straw Hat,,
1561,1561,F,Blonde Pixie,Red Floral Kimono,Off White D,Wheat Straw,,Human,Determined,7,,Red Panda Headphones,,,
1562,1562,F,Powder Blue Pigtails,Bumblebee Jacket,Off White A,Closed,Katana,Human,Joyful,7,,,,,
1563,1563,M,Black Pink Long,Kimono with Straw Hat,Off White C,Bubble Gum,,Human,Curious,8,Stud,,,Red Fang Face Paint,
1564,1564,M,Brown Messy,Black Yukata,Dark Purple,Chuckle,Fan,Human,Indifferent,10,,,Straw Hat,Reading Glasses,Butterfly
1565,1565,F,Maroon Bob,Sloth Hoodie,Off White C,Lipstick,Coin,Red,Determined,8,,,Black Bucket Hat,,
1566,1566,M,Blue Half Bun,Straw Poncho,Off White C,Chuckle,,Human,Indifferent,7,,,Distressed Beanie,,
1567,1567,M,Blue Spiky,Kung Fu Shirt,Off White D,Wheat Straw,Monk Staff,Human,Meditating,7,,,,,
1568,1568,F,Teal Bangs,Hoodie with Bag,Dark Purple,Frown,Gloves,Human,Joyful,7,,,,,
1569,1569,F,Magenta Pigtails,Light Armor,Off White B,Scroll,,Human,Daydreaming,8,Yellow Fan,,Sloth Headband,,
1570,1570,F,Green Pigtails,Red Ninja Top,Off White C,Lipstick,Hand Wrap,Human,Striking,8,Hoop,,,,
1571,1571,F,Black Hairband,White Hoodie,Red,Wheat Straw,,Human,Determined,7,,,IKZ Baseball Cap,,
1572,1572,M,Magenta Messy,Azuki Sweater,Off White C,Pout,Umbrella,Red,Focused,9,,,Backwards Cap,Red Fang Face Paint,
1573,1573,F,Green Pigtails,Hoodie,Off White D,Face Mask,,Human,Amethyst,7,,Choker,,,
1574,1574,M,Blue Samurai,Matsuri Happi,Off White D,Smirk,Leather Katana,Human,Focused,9,,,Frog Beanie,Reading Glasses,
1575,1575,M,Silver Short Spiky,Kimono with Jacket,Off White D,Smirk,Banner,Human,Curious,7,,,,,
1576,1576,F,Brown Flowy,Alpine Jacket,Cool Gray,Frown,,Human,Hopeful,7,,,Cowboy Hat,,
1577,1577,M,Silver Spiky,White T-Shirt,Cool Gray,Not Bad,Fan,Human,Bored,7,,,,,
1578,1578,F,Teal Bob,Golden Sloth Kigurumi,Off White C,Smirk,Floorsweeper,Human,Closed,7,,,,,
1579,1579,F,Brown Bangs,Red Floral Kimono,Off White D,Smoking,Sakura Katana,Human,Calm,9,,Zen Headphones,,Red Fang Face Paint,
1580,1580,F,Blonde Bob,Light Armor,Off White D,Lipstick,Shinai,Human,Concerned,7,,,,,
1581,1581,M,Gray Samurai,Light Kimono,Off White D,Closed,,Blue,Careless,8,Wireless Earbuds,,,Eye Scar,
1582,1582,M,Spirit Fluffy,White Yukata,Dark Blue,Pout,,Spirit,White,7,,,,Blue Sunglasses,
1583,1583,F,Purple Dreadlocks,Fur Hoodie,Off White D,Lipstick,Sakura Katana,Human,Amethyst,8,Sakura,,,,
1584,1584,F,Green Flowy,Vest,Off White D,Tongue Out,Banner,Human,Striking,8,,,,Black Glasses,
1585,1585,M,Powder Blue Disheveled,Shinto Robe,Red,Smirk,Bat,Human,Indifferent,9,,,Full Bandana,Reading Glasses,
1586,1586,F,Indigo Bangs,Lavender Kimono with Bow,Cool Gray,Relaxed,Floorsweeper,Human,Amethyst,7,,,,,
1587,1587,F,Green Flowy,Red Panda Kimono,Off White C,Laughing,Coin,Human,Amethyst,7,,,,,
1588,1588,M,Pink Samurai,Black Bomber,Off White A,Whistling,Sakura Katana,Human,Chill,7,,,,,
1589,1589,M,Black Fluffy,Green Yukata,Off White D,Tactical Knife,Floorsweeper,Human,Meditating,8,,Koi Tattoo,,,
1590,1590,F,Indigo Bangs,Dress Shirt,Off White C,Laughing,,Human,Determined,7,,,Red Panda Baseball Cap,,
1591,1591,F,Green Pigtails,Turquoise Kimono,Off White D,Scroll,Banner,Human,Daydreaming,7,,,,,
1592,1592,M,Brown Fluffy,White Layered Yukata,Off White C,Not Bad,Zanbato,Human,Curious,8,,,,Lipstick Kiss,
1593,1593,M,Pink Samurai,Kimono with Straw Hat,Off White C,Growl,Lantern,Human,Careless,8,,Towel,,,
1594,1594,F,Maroon Ponytail,Black Tech Jacket,Off White B,Tongue Out,Lantern,Red,Hopeful,9,Hoop,,Straw Hat,,
1595,1595,F,Black Hairband,Blue Qipao,Dark Blue,Frown,Earth,Human,Joyful,7,,,,,
1596,1596,M,Powder Blue Disheveled,Blue Kimono,Off White A,Not Bad,,Human,Tired,7,,Zen Headphones,,,
1597,1597,M,Silver Disheveled,Black Blazer,Off White A,Meh,Sakura Katana,Human,Closed,9,,Chain,,Seer Eyeband,
1598,1598,M,Brown Long,Cat T-Shirt,Red,Chuckle,Fan,Human,Indifferent,7,,,,,
1599,1599,M,Blue Spiky,Black Yukata,Off White D,Grass,,Human,Suspicious,6,,,,,
1600,1600,M,Blonde Short Spiky,Red Perfecto Jacket,Red,Whistling,Hand Seal,Human,Pensive,8,Sword,,,,
1601,1601,F,Indigo Pixie,Turquoise Kimono with Bow,Off White C,Smile,Floorsweeper,Human,Hopeful,9,Yin Yang,Tribal Tattoo,,,
1602,1602,M,Brown Samurai,Black T-Shirt,Off White A,Toothpick,Lantern,Human,Curious,7,,,,,
1603,1603,F,Teal Bun,Turquoise Kimono,Off White D,Surprised,,Human,Closed,6,,,,,
1604,1604,M,Brown Spiky,Black Kimono,Off White A,Relaxed,Banner,Human,Meditating,8,Sword,,,,
1605,1605,F,Silver Half Bun,Shinto Robe,Off White C,Wheat Straw,,Blue,Chill,7,,Tribal Tattoo,,,
1606,1606,M,Gray Samurai,Kung Fu Shirt,Off White A,Chuckle,Monkey King Staff,Human,Careless,7,,,,,
1607,1607,M,Indigo Long,Fur Hoodie,Off White B,Relaxed,,Human,Curious,6,,,,,
1608,1608,M,Brown Disheveled,Green Yukata,Off White A,Face Mask,Lantern,Human,Curious,8,,Sneakers,,,
1609,1609,F,Brown Flowy,Black Bomber,Off White D,Relaxed,Golden Ticket,Human,Relaxed,8,Red Tassel,,,,
1610,1610,F,Pink Pixie,Red Hoodie,Off White C,Smoking,Blue Bean,Human,Daydreaming,7,,,,,
1611,1611,F,Magenta Flowy,Black Hoodie,Cool Gray,Tongue Out,Lantern,Human,Determined,8,,,,,Fireflies
1612,1612,M,Green Half Bun,White Blazer,Red,Meh,Zanbato,Human,Curious,8,,,Sloth Mask,,
1613,1613,F,Purple Bun,Light Kimono,Red,Smile,,Human,Relaxed,6,,,,,
1614,1614,M,Blue Short Spiky,White T-Shirt,Off White B,Wheat Straw,,Human,White,6,,,,,
1615,1615,M,Black Fluffy,White Yukata,Off White B,Relaxed,Sakura Katana,Human,Determined,7,,,,,
1616,1616,F,Brown Dreadlocks,Light Kimono,Dark Purple,Lipstick,,Human,Closed,8,,Towel,,Ji Eyeband,
1617,1617,F,Blonde Flowy,Bloody Bomber,Off White C,Chewing,,Human,Concerned,6,,,,,
1618,1618,F,Silver Bob,Blue Kimono with Bow,Off White B,Lipstick,Leather Katana,Human,Closed,7,,,,,
1619,1619,F,Brown Flowy,Light Armor,Off White A,Smirk,Boombox,Human,Striking,8,,Chill Headphones,,,
1620,1620,F,Blonde Flowy,Blue Bomber,Off White B,Grin,,Human,Closed,7,,Zen Headphones,,,
1621,1621,M,Indigo Long,White Layered Yukata,Off White B,Pout,,Human,Meditating,6,,,,,
1622,1622,M,Blonde Short Spiky,Kimono with Straw Hat,Off White D,Relaxed,Water Orb,Human,Careless,8,,,,Clear Glasses,
1623,1623,F,Teal Hairband,Azuki Tech Jacket,Off White C,Lipstick,Boombox,Human,Pierced Eyebrow,7,,,,,
1624,1624,M,Magenta Long,Black Bomber,Off White D,Not Bad,Coin,Red,Chill,7,,,,,
1625,1625,F,Maroon Bob,Light Kimono,Off White B,Lipstick,Katana,Human,Relaxed,8,,,,Round Blue Sunglasses,
1626,1626,M,Black Fluffy,Tank Top,Off White A,420,,Human,Red,8,,Sneakers,,Kabuki Facepaint,
1627,1627,F,Orange Pixie,Alpine Jacket,Red,Frown,Zanbato,Human,Daydreaming,8,Yin Yang,,,,
1628,1628,F,Teal Bob,Turquoise Kimono,Off White C,Relaxed,Bat,Human,Striking,11,Corded Earbuds,,Purple Kanzashi,Red Bandana,Water
1629,1629,F,Blonde Bun,Black Oversized Kimono,Off White B,Wheat Straw,,Human,Daydreaming,8,,Chill Headphones,Frog Beanie,,
1630,1630,M,Magenta Long,White Blazer,Red,Grass,Fishing Rod,Human,Suspicious,8,,,Straw Hat,,
1631,1631,M,Blonde Messy,Suikan,Dark Purple,Growl,Shinai,Human,Careless,8,Square Stud,,,,
1632,1632,M,Magenta Long,Kimono with Straw Hat,Off White B,Grass,Lantern,Human,Closed,8,,,,Eye Patch,
1633,1633,F,Silver Bob,Azuki Track Jacket,Off White C,Lipstick,Boombox,Blue,Concerned,8,,,IKZ Baseball Cap,,
1634,1634,F,Orange Pixie,Sloth Kigurumi,Dark Blue,Smile,,Human,Hopeful,8,,,,Red Stripes Face Paint,Fox Fire
1635,1635,F,Blue Bun,Blue Floral Kimono,Red,Frown,Sakura Katana,Human,White,9,,Chill Headphones,Full Bandana,,
1636,1636,F,Blonde Pixie,Black Bomber,Off White C,Face Mask,Golden Monk Staff,Human,Determined,9,,Zen Headphones,Azuki Cap,,
1637,1637,F,Black Teal Bangs,Blue Kimono with Bow,Off White D,Laughing,Golden Bat,Human,Pierced Eyebrow,9,,,Newsboy Cap,Round Blue Sunglasses,
1638,1638,F,Silver Bob,Red Panda Hoodie,Off White C,Grass,Golden Kanabo,Human,Determined,9,,,Red Panda Baseball Cap,Bandaid,
1639,1639,M,Green Half Bun,Azuki Sweater,Off White D,Not Bad,Monkey King Staff,Human,Suspicious,7,,,,,
1640,1640,M,Brown Samurai,Maroon Yukata,Red,Chuckle,Leather Katana,Human,Determined,8,,,Chef Headband,,
1641,1641,M,Blue Samurai,Azuki Track Jacket,Off White D,Closed,Lantern,Human,Bored,9,,,Full Bandana,Red Fang Face Paint,
1642,1642,M,Fire,Red Kimono,Off White B,Chuckle,Zanbato,Human,Tired,8,,Chain,,,
1643,1643,M,Silver Disheveled,Suit with Turtleneck,Off White A,Relaxed,Banner,Human,Lightning,8,,,Horns,,
1644,1644,M,Brown Disheveled,Hoodie with Bag,Dark Blue,Chuckle,Fan,Human,Bored,7,,,,,
1645,1645,F,Silver Bun,Black Ninja Top,Dark Blue,Smoking,Talisman,Blue,Calm,7,,,,,
1646,1646,F,Blonde Bun,Red Ninja Top,Off White D,Tactical Knife,,Human,Calm,7,,,Straw Hat,,
1647,1647,M,Buzzcut,Maroon Yukata,Off White A,Smirk,,Human,Meditating,6,,,,,
1648,1648,F,Silver Bob,Blue Bikini,Off White C,Toothpick,Shinai,Human,Determined,9,,,Frog Beanie,Kabuki Facepaint,
1649,1649,M,Blue Samurai,Frog Kigurumi,Dark Purple,Pout,Sakura Katana,Human,Careless,8,,,,Black Glasses,
1650,1650,M,Silver Disheveled,Black T-Shirt,Off White D,Wheat Straw,Sakura Katana,Blue,White,9,,,Chef Headband,Reading Glasses,
1651,1651,F,Teal Bangs,Light Armor,Off White A,Smile,,Human,Amethyst,8,,Chill Headphones,Beret,,
1652,1652,F,Powder Blue Pigtails,Lavender Kimono with Bow,Off White A,Smoking,,Human,Hopeful,6,,,,,
1653,1653,F,Silver Pixie,Sloth Hoodie,Off White B,Relaxed,Fan,Blue,Ruby,8,,Koi Tattoo,,,
1654,1654,F,Blonde Flowy,Archer,Off White B,Bubble Gum,Monkey King Staff,Human,Concerned,9,Stud,Koi Tattoo,,,
1655,1655,F,Blonde Pixie,Frog Hoodie,Red,Whistling,,Human,Calm,8,Sword,,,Blue Sunglasses,
1656,1656,F,Blonde Bob,Cat Hoodie,Off White D,Relaxed,Lightning Orb,Human,Ruby,9,,Towel,,Red Fang Face Paint,
1657,1657,F,Silver Ponytail,Blue Kimono with Bow,Off White A,Lipstick,Katana,Human,Daydreaming,9,,,Red Panda Baseball Cap,Round Blue Sunglasses,
1658,1658,F,Long Dreadlocks,Red Hoodie,Off White D,Frown,,Human,Amethyst,6,,,,,
1659,1659,M,Orange Short Spiky,White Layered Yukata,Off White D,Whistling,,Human,Closed,8,Square Stud,,,Sleep Mask,
1660,1660,M,Powder Blue Disheveled,Red Hoodie,Off White B,Grass,,Human,Tired,7,,,Cat Headband,,
1661,1661,F,Blue Pink Ombre Flowy,Black Hoodie,Off White C,Laughing,,Human,Relaxed,6,,,,,
1662,1662,F,Magenta Pigtails,Black Qipao,Off White B,Whistling,Banner,Human,Calm,7,,,,,
1663,1663,M,Brown Long,Beige Poncho,Red,Wheat Straw,,Human,Curious,8,Wu,,Frog Baseball Cap,,
1664,1664,F,Blonde Hairband,Azuki Tech Jacket,Off White B,Grin,Umbrella,Human,Striking,7,,,,,
1665,1665,F,Silver Ponytail,Blue Kimono with Bow,Off White C,Relaxed,Hand Wrap,Human,Closed,9,Square Stud,,,Eye Patch,
1666,1666,M,Brown Long,Black Yukata,Off White C,Smoking,Zanbato,Human,Red,7,,,,,
1667,1667,F,Spirit Goddess,Blue Floral Kimono,Dark Blue,Closed,Golden Ticket,Spirit,Striking,7,,,,,
1668,1668,M,Blue Short Spiky,White Layered Yukata,Off White A,Growl,Monk Staff,Human,Curious,9,,Zen Headphones,,Red Stripes Face Paint,
1669,1669,F,Silver Ponytail,Azuki Tech Jacket,Off White D,420,Water Orb,Human,Hopeful,7,,,,,
1670,1670,M,Black Fluffy,Tank Top,Off White D,Wheat Straw,Golden Umbrella,Human,Pensive,8,,,,Black Glasses,
1671,1671,M,Maroon Disheveled,Dress Shirt,Dark Blue,Closed,Sakura Katana,Red,Bored,9,,Sneakers,,,Fox Fire
1672,1672,F,Teal Bob,Hoodie,Off White B,Frown,Red Bean,Human,Pierced Eyebrow,11,Corded Earbuds,Choker,IKZ Baseball Cap,Round Blue Sunglasses,
1673,1673,M,Blue Short Spiky,Frog Kigurumi,Off White B,Whistling,Zanbato,Human,Pierced Eyebrow,7,,,,,
1674,1674,F,Black Bangs,White Hoodie,Off White B,Grin,Hand Wrap,Human,Closed,8,,,,Heart Eye Patch,
1675,1675,M,Blonde Swept Back,Maroon Yukata,Off White D,Smoking,Fishing Rod,Human,Chill,9,,Beads,Red Panda Headband,,
1676,1676,M,Blue Samurai,White Layered Yukata,Off White C,Long Stubble,,Human,Focused,7,,,,Kabuki Facepaint,
1677,1677,F,Indigo Bangs,Blue Kimono with Bow,Off White C,Smirk,,Human,Ruby,7,,,Sloth Beanie,,
1678,1678,M,Blonde Long,Kung Fu Shirt,Off White D,Long Stubble,Leather Katana,Human,Curious,7,,,,,
1679,1679,M,Silver Long,Hawaiian Shirt,Off White A,Whistling,Bean Juice,Blue,Bored,7,,,,,
1680,1680,F,Silver Ponytail,Black Hoodie,Off White C,Toothpick,,Blue,Determined,7,,,,Bandaid,
