,Hair,Clothing,Background,Mouth,Offhand,Type,Eyes,Token_id,Trait_count,Ear,Neck,Headgear,Face,Special
1836,Spirit Fluffy,Sloth T-Shirt,Cool Gray,Pout,Golden Bean,Spirit,White,1836,7,,,,,
1837,Blue Spiky,Maroon Yukata,Red,Wheat Straw,Bokken,Human,Closed,1837,8,,Koi Tattoo,,,
1838,Brown Samurai,Black Kimono,Off White A,Not Bad,Guitar,Human,Focused,1838,8,,,Fur Bucket Hat,,
1839,Silver Short Spiky,Cloud Poncho,Off White C,Growl,Bokken,Blue,Tired,1839,7,,,,,
1840,Silver Short Spiky,Azuki Tech Jacket,Red,Sleep Bubble,,Human,Closed,1840,7,Wireless Earbuds,,,,
1841,Violet Flowy,Red Floral Kimono,Off White B,Smile,,Human,Relaxed,1841,8,,Chill Headphones,Cowboy Hat,,
1842,Pink Hairband,Blue Qipao,Off White D,Frown,Sake,Human,Pierced Eyebrow,1842,8,,,Red Panda Mask,,
1843,Orange Samurai,Red Hoodie,Off White C,Grass,Shuriken,Human,Red,1843,7,,,,,
1844,Maroon Half Bun,Red Perfecto Jacket,Off White B,Pout,Lantern,Human,Pensive,1844,8,,,Pointy Straw Hat,,
1845,Indigo Disheveled,Tank Top,Off White C,Whistling,,Human,Curious,1845,6,,,,,
1846,Brown Messy,Cat T-Shirt,Off White C,Smoking,,Human,Tired,1846,6,,,,,
1847,Teal Bob,Light Armor,Off White D,Whistling,,Human,Relaxed,1847,6,,,,,
1848,Pink Bangs,Lavender Kimono with Bow,Off White B,Frown,Floorsweeper,Human,Hopeful,1848,8,,,,Red Stripes Face Paint,
1849,Teal Long,Green Yukata,Off White C,Smirk,Fan,Human,Pierced Eyebrow,1849,8,,,,Red Fang Face Paint,
1850,Teal Long,White Hoodie,Off White A,Smoking,Sake,Human,Careless,1850,8,,,,,Earth
1851,Powder Blue Swept Back,Sloth Yukata,Off White A,Pout,Bean Juice,Human,Chill,1851,7,,,,,
1852,Maroon Bun,Light Armor,Red,420,,Human,Closed,1852,7,,,,Eye Patch,
1853,Teal Bun,Blue Floral Kimono,Off White D,Smirk,Bean Juice,Human,Glowing,1853,8,,,Distressed Beanie,,
1854,Silver Bun,Light Kimono,Red,Lipstick,Shuriken,Human,Striking,1854,8,,,,Red Bandana,
1855,Orange Swept Back,Maroon Yukata,Off White D,Relaxed,Sakura Katana,Human,Determined,1855,9,,Koi Tattoo,Sandogasa,,
1856,Purple Spiky,Azuki Track Jacket,Off White A,Relaxed,,Human,Pensive,1856,7,Skull Ear Cuffs,,,,
1857,Pink Samurai,White T-Shirt,Off White A,Bubble Gum,,Human,Careless,1857,9,,Zen Headphones,IKZ Baseball Cap,Eye Scar,
1858,Brown Fluffy,Black Blazer,Cool Gray,Face Mask,Fan,Human,Lightning,1858,9,,Chain,Black Bucket Hat,,
1859,Green Fluffy,Black Hoodie,Cool Gray,Gaiter,Shuriken,Human,Lightning,1859,8,,,IKZ Baseball Cap,,
1860,Black Pigtails,Black Qipao,Off White A,Frown,Shuriken,Human,Closed,1860,7,,,,,
1861,Dreadlocks,Turquoise Kimono,Off White B,Frown,Sakura Katana,Human,Closed,1861,8,,,,Ji Eyeband,
1862,Indigo Messy,Blue Kimono,Off White D,Face Mask,Monkey King Staff,Human,Closed,1862,9,,,Sloth Mask,Sleep Mask,
1863,Teal Long,Red Kimono,Off White A,Pout,Kanabo,Human,Bored,1863,10,Chill,Chain,,Black Glasses,
1864,Blonde Swept Back,Azuki Tech Jacket,Red,Closed,Monkey King Staff,Human,Careless,1864,7,,,,,
1865,Pink Hairband,Black Ninja Top,Off White D,Laughing,Katana,Human,Concerned,1865,7,,,,,
1866,Silver Flowy,Yellow Bikini,Off White A,Smirk,Gloves,Red,Closed,1866,8,,,,Eye Patch,
1867,Green Ombre Flowy,Vegan Mink Coat,Off White B,Tongue Out,,Human,Ruby,1867,8,Red Cylinder,,,Clear Glasses,
1868,Maroon Bun,Black Qipao,Cool Gray,Closed,Boombox,Human,Daydreaming,1868,9,,Sneakers,Sloth Beanie,,
1869,Buzzcut,Hoshi Jacket,Dark Purple,Chuckle,,Human,Determined,1869,8,,,Black Bucket Hat,,Butterfly
1870,Black Swept Back,White Layered Yukata,Off White B,Wheat Straw,Banner,Human,Curious,1870,8,,Koi Tattoo,,,
1871,Blue Bob,Cat Hoodie,Off White B,Grin,,Human,Ruby,1871,7,,Towel,,,
1872,Silver Disheveled,White Yukata,Off White B,Toothpick,,Blue,Bored,1872,8,,Zen Headphones,Horns,,
1873,Indigo Ponytail,Cloud Poncho,Dark Blue,Toothpick,Umbrella,Human,Joyful,1873,10,Blue Cylinder,,IKZ Baseball Cap,Reading Glasses,
1874,Teal Bun,Fur Hoodie,Off White A,Relaxed,,Human,Closed,1874,7,,,,Eye Scar,
1875,Blonde Messy,Light Kimono,Off White B,Pout,Kanabo,Human,Chill,1875,7,,,,,
1876,Brown Long,Fur Hoodie,Off White A,Relaxed,,Human,Curious,1876,6,,,,,
1877,Teal Hairband,Red Hoodie,Off White C,Toothpick,Lantern,Human,Daydreaming,1877,8,,,,,Sakura
1878,Silver Swept Back,Light Kimono,Off White A,Grass,Leather Katana,Blue,Careless,1878,7,,,,,
1879,Spirit Bob,Tank Top,Dark Blue,Smirk,,Blue,White,1879,8,Corded Earbuds,,,Clear Glasses,
1880,Pink Hairband,Red Floral Kimono,Off White A,420,,Human,Daydreaming,1880,7,Corded Earbuds,,,,
1881,Brown Blonde Flowy,Denim Jacket,Off White A,Frown,Lantern,Human,Closed,1881,7,,,,,
1882,Indigo Pixie,Frog T-Shirt,Dark Blue,Bubble Gum,,Human,Concerned,1882,8,Blue Fan,,Purple Kanzashi,,
1883,Blue Half Bun,Denim Jacket,Off White A,Frown,Bat,Human,Calm,1883,8,,,,Black Glasses,
1884,Magenta Long,Denim Jacket,Off White C,Face Mask,,Human,Closed,1884,7,,,Red Panda Headband,,
1885,Silver Swept Back,Bloody Bomber,Off White B,Wheat Straw,,Blue,Suspicious,1885,9,Wireless Earbuds,,Beret,Black Glasses,
1886,Teal Bangs,Blue Qipao,Dark Purple,Face Mask,Bean Juice,Human,Closed,1886,9,,,,Eye Patch,Butterfly
1887,Silver Bangs,Lavender Kimono with Bow,Off White D,Grin,Sake,Blue,Daydreaming,1887,8,,,,Lipstick Kiss,
1888,Magenta Flowy,Lavender Kimono with Bow,Red,Laughing,Banner,Human,Concerned,1888,8,,,Cat Baseball Cap,,
1889,Pink Hairband,White Qipao with Fur,Off White D,Smoking,Monkey King Staff,Human,Joyful,1889,8,,Sneakers,,,
1890,Indigo Ponytail,Yellow Bikini,Off White D,Laughing,Coin,Human,Joyful,1890,8,Wireless Earbuds,,,,
1891,Maroon Disheveled,Green Yukata,Dark Purple,Not Bad,Katana,Human,Bored,1891,8,,,,,Butterfly
1892,Blonde Bob,Light Kimono,Dark Purple,Smoking,Coin,Human,Closed,1892,8,,,,Sleep Mask,
1893,Black Hairband,Frog Hoodie,Off White D,Laughing,,Human,Joyful,1893,8,,,Purple Kanzashi,Red Fang Face Paint,
1894,Indigo Bangs,Red Ninja Top,Dark Purple,Wheat Straw,,Human,Hopeful,1894,8,,,Frog Headband,Round Blue Sunglasses,
1895,Indigo Bangs,Light Kimono,Off White D,Gaiter,,Human,Closed,1895,7,,,Ayaigasa,,
1896,Blonde Messy,Black Yukata,Off White D,Not Bad,Fireball,Human,Curious,1896,8,,Red Panda Headphones,,,
1897,Teal Hairband,Turquoise Kimono with Bow,Off White C,Frown,Bokken,Human,Joyful,1897,9,,Zen Headphones,Purple Kanzashi,,
1898,Gray Samurai,Azuki Tech Jacket,Off White B,Pout,Sake,Red,Chill,1898,7,,,,,
1899,Purple Pigtails,Blue Bikini,Off White D,Grin,Bat,Human,Closed,1899,8,,,,Seer Eyeband,
1900,Blonde Long,White Hoodie,Off White B,Not Bad,Lantern,Human,Chill,1900,7,,,,,
1901,Green Fluffy,White Blazer,Off White B,Closed,Leather Katana,Human,Red,1901,8,,,Broken Straw Hat,,
1902,Magenta Messy,White Layered Yukata,Off White C,Stubble,Coin,Human,Suspicious,1902,7,,,,,
1903,Silver Disheveled,White T-Shirt,Off White D,Smoking,Blue Bean,Blue,Focused,1903,7,,,,,
1904,Green Half Bun,Light Kimono,Red,Chuckle,Bean Juice,Human,Focused,1904,7,,,,,
1905,Black Disheveled,Black Blazer,Off White B,Relaxed,,Human,Meditating,1905,7,,Chain,,,
1906,Teal Bun,Yellow Bikini,Off White D,Gaiter,,Human,Amethyst,1906,8,,,Yellow Kanzashi,Red Fang Face Paint,
1907,Blonde Messy,Dress Shirt,Red,Closed,Skateboard,Human,Determined,1907,8,,,Cat Beanie,,
1908,Gray Samurai,White Layered Yukata,Off White D,Relaxed,Guitar,Blue,Determined,1908,8,,,,Reading Glasses,
1909,Purple Spiky,Kung Fu Shirt,Cool Gray,Pout,Zanbato,Human,Closed,1909,9,,,,Eye Patch,Fireflies
1910,Maroon Short Spiky,Black Yukata,Off White A,Growl,Floorsweeper,Human,Bored,1910,7,,,,,
1911,Black Pigtails,Hoodie,Off White C,Tactical Knife,Leather Katana,Human,Closed,1911,9,,Choker,,Ji Eyeband,
1912,Black Swept Back,White Layered Yukata,Red,Smirk,,Human,Meditating,1912,8,Sakura,Cat Headphones,,,
1913,Purple Spiky,Matsuri Happi,Off White D,Smirk,Monkey King Staff,Human,Curious,1913,8,,,,Red Fang Face Paint,
1914,Green Spiky,Bloody Bomber,Off White C,Relaxed,Bean Juice,Human,Bored,1914,9,Yin Yang,Chill Headphones,,,
1915,Silver Flowy,Red Qipao with Fur,Dark Blue,Toothpick,,Blue,Striking,1915,7,,,,Black Glasses,
1916,Indigo Pixie,Red Hoodie,Off White B,Grass,,Human,Amethyst,1916,7,,,,Eye Scar,
1917,Maroon Fluffy,Red Hoodie,Off White C,Growl,Blue Bean,Red,Closed,1917,7,,,,,
1918,Pink Flowy,Light Kimono,Red,Bubble Gum,,Human,Determined,1918,8,,Towel,,Red Fang Face Paint,
1919,Pink Bangs,Blue Floral Kimono,Off White A,Smirk,Bat,Human,Joyful,1919,7,,,,,
1920,Indigo Swept Back,Light Kimono,Off White C,Smoking,Banner,Human,Meditating,1920,7,,,,,
1921,Green Samurai,Sloth Yukata,Off White B,Closed,Zanbato,Human,Curious,1921,10,Sakura,,Sloth Baseball Cap,Reading Glasses,
1922,Blonde Long,Black Blazer,Red,Grass,,Human,Bored,1922,8,Wireless Earbuds,Chain,,,
1923,Blonde Bun,Hoodie,Off White B,Smirk,Talisman,Human,Relaxed,1923,9,Dragon,Choker,,,
1924,Silver Bob,Black Ninja Top,Off White C,Bubble Gum,,Human,Determined,1924,7,,,Sloth Mask,,
1925,Maroon Ponytail,Lavender Kimono with Bow,Off White B,Bubble Gum,,Human,Pierced Eyebrow,1925,7,,Towel,,,
1926,Black Pink Long,Maroon Yukata,Off White A,Relaxed,,Human,Closed,1926,7,Spiked Ring,,,,
1927,Brown Half Bun,Bumblebee Jacket,Off White A,Relaxed,Gloves,Human,Suspicious,1927,8,,,,,Fire
1928,Maroon Ponytail,Bumblebee Jacket,Off White B,Laughing,,Human,Daydreaming,1928,7,,,Chef Headband,,
1929,Indigo Swept Back,Shinto Robe,Cool Gray,Pout,,Human,Indifferent,1929,8,,Beads,,,Fireflies
1930,Magenta Pigtails,Lavender Kimono with Bow,Off White D,Frown,Umbrella,Human,Closed,1930,7,,,,,
1931,Green Samurai,Bumblebee Jacket,Red,Relaxed,,Human,Closed,1931,7,,,,Round Blue Sunglasses,
1932,Silver Spiky,Brown Yukata,Off White A,Scroll,,Human,Closed,1932,8,,,Cowboy Hat,Seer Eyeband,
1933,Blue Bun,Black Hoodie,Off White A,Frown,Lantern,Human,Concerned,1933,7,,,,,
1934,Green Flowy,Red Ninja Top,Off White A,Smirk,Sakura Katana,Human,Striking,1934,9,,Koi Tattoo,Broken Straw Hat,,
1935,Gray Samurai,Maroon Yukata,Off White C,Pout,Bean Juice,Human,Focused,1935,8,,,Red Panda Baseball Cap,,
1936,Powder Blue Pigtails,Cat Kimono,Cool Gray,Smirk,Sakura Katana,Human,Determined,1936,8,,,,Reading Glasses,
1937,Blue Bun,Blue Floral Kimono,Off White A,Chewing,,Human,Closed,1937,7,,,,Kabuki Facepaint,
1938,Maroon Bob,Tank Top with Jacket,Cool Gray,Chewing,Bat,Human,Concerned,1938,8,,,,,Earth
1939,Blonde Long,Frog T-Shirt,Off White C,420,Fan,Human,Pensive,1939,8,,,Sandogasa,,
1940,Green Ponytail,Fur Hoodie,Off White D,Sleep Bubble,,Human,Closed,1940,7,,,,Red Fang Face Paint,
1941,Silver Ponytail,Azuki Track Jacket,Cool Gray,Grass,Fishing Rod,Blue,Calm,1941,8,,,,Bandaid,
1942,Indigo Bangs,Dress Shirt,Off White B,Grass,Bat,Human,Joyful,1942,8,,,,Clear Glasses,
1943,Brown Ponytail,Turquoise Kimono with Bow,Red,Whistling,Katana,Human,White,1943,7,,,,,
1944,Indigo Messy,Azuki Sweater,Off White C,Closed,Banner,Human,Tired,1944,7,,,,,
1945,Orange Samurai,Cat T-Shirt,Cool Gray,Chuckle,Talisman,Human,Careless,1945,8,,,Straw Hat,,
1946,Orange Pixie,Turquoise Kimono with Bow,Red,Grass,Umbrella,Human,Joyful,1946,7,,,,,
1947,Indigo Ponytail,Azuki Tech Jacket,Off White C,Sleep Bubble,Katana,Human,Closed,1947,10,Yellow Fan,,Purple Kanzashi,Seer Eyeband,
1948,Teal Bun,Light Kimono,Off White B,Frown,Bat,Human,Striking,1948,8,,,,Round Blue Sunglasses,
1949,Maroon Disheveled,Suikan,Off White D,Relaxed,Bat,Red,Closed,1949,9,,Tribal Tattoo,Ayaigasa,,
1950,Pink Samurai,Alpine Jacket,Red,Relaxed,Sakura Katana,Human,Careless,1950,7,,,,,
1951,Blue Half Bun,Cat Kimono,Off White B,Gaiter,,Human,Ruby,1951,7,,,,Blush,
1952,Indigo Long,Fur Hoodie,Off White C,Tactical Knife,Bat,Human,Careless,1952,8,Skull Ear Cuffs,,,,
1953,Silver Half Bun,Black Blazer,Red,Smoking,,Human,Closed,1953,9,,Chain,Distressed Beanie,Black Glasses,
1954,Magenta Flowy,Black Bomber,Off White A,Grass,Kanabo,Human,Closed,1954,8,,,,Sleep Mask,
1955,Blue Samurai,Cloud Poncho,Off White D,Pout,Bean Juice,Human,Pensive,1955,8,Wu,,,,
1956,Green Flowy,Blue Floral Kimono,Off White B,Bubble Gum,Zanbato,Human,Calm,1956,9,Yin Yang,Cat Headphones,,,
1957,Brown Long,Black Kimono,Cool Gray,420,Coin,Human,Indifferent,1957,9,,,Full Bandana,Bandaid,
1958,Blonde Swept Back,White Yukata,Red,Closed,Bean Juice,Human,Closed,1958,9,,,Horns,Seer Eyeband,
1959,Green Spiky,Fur Hoodie,Off White B,420,Fan,Human,Bored,1959,9,,,Chef Headband,Eye Scar,
1960,Green Teal Long,Kung Fu Shirt,Off White C,Growl,Golden Kanabo,Human,Closed,1960,9,Sakura,,Beret,,
1961,Silver Bun,Blue Floral Kimono,Off White A,Lipstick,,Human,Closed,1961,6,,,,,
1962,Silver Flowy,Hoodie with Bag,Off White A,Smoking,Sake,Human,Amethyst,1962,8,,,Full Bandana,,
1963,Silver Bun,Frog Kigurumi,Off White D,Laughing,Fan,Red,Calm,1963,8,,,,Round Blue Sunglasses,
1964,Brown Messy,Black Blazer,Off White A,Chuckle,Bean Juice,Human,Curious,1964,9,,Chain,Pointy Straw Hat,,
1965,Brown Flowy,Black Bomber,Cool Gray,Smirk,Leather Katana,Human,Closed,1965,8,,Beads,,,
1966,Green Ponytail,Light Kimono,Red,Bubble Gum,Katana,Human,Concerned,1966,7,,,,,
1967,Teal Hairband,Sloth T-Shirt,Off White C,Toothpick,,Human,Joyful,1967,7,,Koi Tattoo,,,
1968,Magenta Messy,Green Yukata,Off White B,Face Mask,Katana,Red,Closed,1968,9,Sword,,Black Bucket Hat,,
1969,Blue Samurai,Black Bomber,Off White C,Wheat Straw,Banner,Human,Bored,1969,9,Dragon,Koi Tattoo,,,
1970,Silver Spiky,Frog T-Shirt,Off White B,420,Sake,Blue,Tired,1970,9,,Towel,Newsboy Cap,,
1971,Maroon Disheveled,Red Kimono,Off White A,Meh,Banner,Human,Closed,1971,9,,Chain,,Eye Patch,
1972,Magenta Flowy,Hawaiian Shirt,Off White C,Surprised,Monk Staff,Human,Closed,1972,9,,Tribal Tattoo,Ayaigasa,,
1973,Blonde Hairband,Hoodie with Bag,Cool Gray,Wheat Straw,Sakura Katana,Human,Hopeful,1973,8,,Koi Tattoo,,,
1974,Teal Bun,Black Qipao,Off White A,Lipstick,Fireball,Human,Striking,1974,8,,,,Red Fang Face Paint,
1975,Powder Blue Swept Back,Kimono with Straw Hat,Off White A,Long Stubble,Sakura Katana,Human,Indifferent,1975,7,,,,,
1976,Maroon Bun,Hoodie,Off White B,Tongue Out,,Human,Relaxed,1976,8,,Choker,,Red Stripes Face Paint,
1977,Purple Pigtails,Azuki Tech Jacket,Off White D,Chewing,Floorsweeper,Human,Relaxed,1977,9,,,Yellow Kanzashi,Kabuki Facepaint,
1978,Indigo Pixie,Red Floral Kimono,Off White B,Face Mask,Katana,Human,Amethyst,1978,9,,Towel,,Blush,
1979,Buzzcut,White T-Shirt,Dark Blue,Meh,Sakura Katana,Human,Pierced Eyebrow,1979,8,,Koi Tattoo,,,
1980,Orange Short Spiky,Blue Bomber,Off White C,Wheat Straw,,Human,Closed,1980,8,,Beads,,Eye Patch,
1981,Brown Bangs,Hoodie with Bag,Off White A,Surprised,,Human,Ruby,1981,7,,,Cat Headband,,
1982,Indigo Messy,Light Kimono,Off White D,Wheat Straw,Umbrella,Human,Closed,1982,8,,,,Sleep Mask,
1983,Silver Pixie,Frog T-Shirt,Off White C,Bubble Gum,,Blue,Pierced Eyebrow,1983,6,,,,,
1984,Pink Pixie,Hoodie with Bag,Off White D,Relaxed,Sakura Katana,Human,Striking,1984,9,Red Panda,,,Eye Scar,
1985,Powder Blue Swept Back,Black Yukata,Off White A,Chuckle,Hook Sword,Human,Careless,1985,10,Blue Fan,Towel,,Reading Glasses,
1986,Orange Swept Back,Blue Bomber,Red,Not Bad,,Human,Determined,1986,7,,,Frog Baseball Cap,,
1987,Pink Flowy,Blue Kimono with Bow,Off White B,Tongue Out,Shuriken,Human,Joyful,1987,8,,Beads,,,
1988,Blonde Pixie,Blue Bikini,Dark Purple,Grass,Monkey King Staff,Human,Pierced Eyebrow,1988,7,,,,,
1989,Orange Pixie,Hoodie,Off White B,420,Umbrella,Human,Closed,1989,9,,Choker,Ayaigasa,,
1990,Maroon Short Spiky,Black Yukata,Cool Gray,Not Bad,,Red,Closed,1990,8,,Koi Tattoo,,Red Fang Face Paint,
1991,Buzzcut,Azuki Sweater,Off White C,Chuckle,Fan,Human,Curious,1991,7,,,,,
1992,Magenta Pigtails,Black Hoodie,Off White B,Frown,Leather Katana,Human,Relaxed,1992,7,,,,,
1993,Maroon Disheveled,Denim Jacket,Off White B,Toothpick,Katana,Human,Suspicious,1993,9,,,Full Bandana,Eye Scar,
1994,Black Swept Back,Green Yukata,Off White C,Not Bad,Coin,Human,Focused,1994,10,,Chill Headphones,Black Bucket Hat,Clear Glasses,
1995,Orange Samurai,White Layered Yukata,Cool Gray,Closed,,Human,Suspicious,1995,7,,Chill Headphones,,,
1996,Maroon Bun,Black Perfecto Jacket,Off White C,Laughing,Coin,Human,Daydreaming,1996,9,Sunflower,,,Blush,
1997,Magenta Flowy,Light Armor,Off White B,Relaxed,Monk Staff,Human,Ruby,1997,8,,,,Clear Glasses,
1998,Powder Blue Swept Back,Hoodie with Bag,Dark Purple,Smoking,Leather Katana,Human,Curious,1998,9,Chiyogami,,,,Butterfly
1999,Green Fluffy,Azuki Sweater,Off White C,Grass,Bokken,Human,Pierced Eyebrow,1999,8,,,,Round Blue Sunglasses,
2000,Maroon Bun,Red Perfecto Jacket,Off White D,Frown,Golden Kanabo,Human,Concerned,2000,9,Red Bean,,,Black Glasses,
2001,Brown Long,White Hoodie,Red,Chuckle,Umbrella,Human,Indifferent,2001,8,,,Frog Headband,,
2002,Indigo Pixie,Turquoise Kimono,Off White B,Chewing,,Human,Concerned,2002,7,Small Hoop,,,,
2003,Green Ombre Bangs,Azuki Tech Jacket,Red,Closed,Hand Wrap,Red,Relaxed,2003,8,,,IKZ Baseball Cap,,
2004,Pink Bangs,Red Perfecto Jacket,Red,Whistling,Banner,Human,Daydreaming,2004,7,,,,,
2005,Blonde Pixie,Black Ninja Top,Off White C,Tongue Out,,Human,Calm,2005,8,,,Frog Headband,Reading Glasses,
2006,Green Pigtails,Pink Oversized Kimono,Off White D,Grass,Sakura Katana,Human,Joyful,2006,8,,,Distressed Beanie,,
2007,Buzzcut,Maroon Yukata,Off White D,Toothpick,Lantern,Blue,Chill,2007,9,,Sloth Headphones,Full Bandana,,
2008,Green Ponytail,Blue Bikini,Off White B,Smile,,Human,Determined,2008,7,,Koi Tattoo,,,
2009,Blue Short Spiky,Kimono with Jacket,Red,Not Bad,,Human,Suspicious,2009,7,,,Red Panda Mask,,
2010,Teal Bangs,Tank Top with Jacket,Dark Blue,Chewing,Bat,Human,Hopeful,2010,9,,Chill Headphones,,Blue Sunglasses,
2011,Blue Spiky,Hoshi Jacket,Off White D,Grass,,Human,Meditating,2011,7,Sword,,,,
2012,Blonde Hairband,Hoshi Jacket,Red,Bubble Gum,Floorsweeper,Human,Closed,2012,8,,,,Round Blue Sunglasses,
2013,Pink Pixie,Red Panda Kimono,Red,Laughing,Lantern,Human,Concerned,2013,10,,Chill Headphones,Yellow Kanzashi,Round Blue Sunglasses,
2014,Spirit Spiky,Black Kimono,Dark Blue,Meh,,Spirit,Careless,2014,7,,,Full Bandana,,
2015,Maroon Half Bun,Alpine Jacket,Off White C,Meh,Hand Wrap,Human,Careless,2015,8,,,,,Sakura
2016,Blonde Pixie,Azuki Sweater,Off White B,Relaxed,,Human,Determined,2016,10,Wu,Chill Headphones,Azuki Cap,Blush,
2017,Brown Messy,Light Kimono,Off White D,Long Stubble,,Human,Careless,2017,7,Dragon,,,,
2018,Blue Bob,Pink Oversized Kimono,Off White C,Lipstick,Bat,Human,Amethyst,2018,7,,,,,
2019,Purple Spiky,Black Kimono,Off White A,Growl,Monkey King Staff,Human,Indifferent,2019,8,,,Cat Headband,,
2020,Maroon Short Spiky,Black Perfecto Jacket,Off White B,Relaxed,Bean Juice,Human,Chill,2020,8,,Tribal Tattoo,,,
2021,Pink Bangs,Light Armor,Red,Smirk,Fan,Human,Determined,2021,8,,,Backwards Cap,,
2022,Black Fluffy,Red Panda T-Shirt,Off White B,Meh,Fireball,Human,Careless,2022,8,,,,Red Fang Face Paint,
2023,Brown Long,Hoodie with Bag,Off White A,Growl,Bokken,Human,Careless,2023,7,,,,,
2024,Silver Flowy,Frog Hoodie,Off White D,Smile,Zanbato,Human,Concerned,2024,9,,Towel,,Blue Sunglasses,
2025,Green Ombre Flowy,Azuki Sweater,Off White D,Smile,,Human,Striking,2025,6,,,,,
2026,Powder Blue Disheveled,Hoodie with Bag,Off White C,420,Bat,Human,Pensive,2026,9,Wireless Earbuds,,Pointy Straw Hat,,
2027,Blonde Pixie,Bandage Top,Dark Blue,Wheat Straw,Banner,Human,Daydreaming,2027,7,,,,,
2028,Green Flowy,Red Hoodie,Off White C,Relaxed,Fishing Rod,Human,Concerned,2028,8,,,IKZ Baseball Cap,,
2029,Green Fluffy,Black Yukata,Dark Blue,Smirk,,Human,Curious,2029,7,,Contract Tattoo,,,
2030,Silver Bun,Black Hoodie,Red,Laughing,Skateboard,Human,Relaxed,2030,8,,,,Red Fang Face Paint,
2031,Black Fluffy,Red Panda T-Shirt,Off White D,Relaxed,Umbrella,Human,Pierced Eyebrow,2031,9,Yin Yang,,Full Bandana,,
2032,Purple Spiky,Light Kimono,Off White C,Growl,Zanbato,Human,Closed,2032,8,,,,Sleep Mask,
2033,Maroon Ponytail,Denim Jacket,Off White C,Smoking,Coin,Human,Striking,2033,7,,,,,
2034,Blue Half Bun,White Hoodie,Off White B,Closed,,Human,Hopeful,2034,7,,,Distressed Beanie,,
2035,Buzzcut,Rain Jacket,Off White A,Scroll,Fishing Rod,Human,Closed,2035,9,,Sneakers,,Eye Patch,
2036,Brown Messy,Kimono with Straw Hat,Off White D,Smirk,Golden Shinai,Human,Focused,2036,9,,,,Round Blue Sunglasses,Smoke
2037,Blonde Swept Back,Black Bomber,Off White B,Closed,Zanbato,Human,Bored,2037,7,,,,,
2038,Purple Pigtails,Azuki Tech Jacket,Off White A,420,Kanabo,Human,Determined,2038,7,,,,,
2039,Silver Bob,Fur Hoodie,Off White C,Lipstick,Hand Wrap,Human,Closed,2039,9,,,Purple Kanzashi,Blush,
2040,Long Dreadlocks,Azuki Tech Jacket,Off White C,Growl,,Human,Meditating,2040,7,Small Hoop,,,,
2041,Green Ponytail,Hoodie,Off White A,Chewing,,Human,Hopeful,2041,8,,Choker,Frog Mask,,
2042,Purple Bun,Bandage Top,Off White C,Bubble Gum,Leather Katana,Human,Closed,2042,9,,Tribal Tattoo,,Seer Eyeband,
2043,Maroon Disheveled,Vest,Off White C,Meh,Golden Boombox,Human,Determined,2043,9,,,Azuki Cap,Eye Scar,
2044,Magenta Messy,Black Yukata,Red,420,Fishing Rod,Human,Bored,2044,7,,,,,
2045,Indigo Messy,Maroon Yukata,Off White D,Grass,Kanabo,Human,Chill,2045,8,,,,Round Blue Sunglasses,
2046,Purple Pigtails,Black Ninja Top,Off White D,Smirk,Fan,Human,Closed,2046,9,,,Sloth Headband,Sleep Mask,
2047,Long Dreadlocks,Azuki Tech Jacket,Off White C,Laughing,,Human,Calm,2047,8,Blue Tassel,,IKZ Baseball Cap,,
2048,Maroon Disheveled,Shinto Robe,Red,Pout,,Human,Determined,2048,9,,Koi Tattoo,Beret,Eye Scar,
2049,Green Pigtails,Blue Qipao,Cool Gray,Tongue Out,,Human,Calm,2049,8,,,Chef Headband,,Fireflies
2050,Brown Spiky,Frog T-Shirt,Off White A,Tactical Knife,Monkey King Staff,Human,Closed,2050,8,,Chill Headphones,,,
2051,Blonde Short Spiky,White T-Shirt,Off White C,Sleep Bubble,,Human,Closed,2051,6,,,,,
2052,Orange Pixie,Light Armor,Off White C,Tongue Out,Shuriken,Human,Pierced Eyebrow,2052,8,,,Cat Baseball Cap,,
2053,Blonde Bob,Hoodie,Off White A,Frown,,Human,White,2053,7,,Choker,,,
2054,Black Bangs,Stitched Samurai Armor,Off White C,Smirk,Zanbato,Human,Hopeful,2054,8,,,,Round Blue Sunglasses,
2055,Silver Bangs,Blue Kimono with Bow,Off White B,Scroll,,Human,Joyful,2055,6,,,,,
2056,Brown Ponytail,Red Floral Kimono,Red,Frown,Monk Staff,Human,Determined,2056,9,,Tribal Tattoo,Sandogasa,,
2057,Teal Bun,Black Qipao,Off White D,Grin,Sakura Katana,Human,Ruby,2057,8,,,,Eye Scar,
2058,Brown Long,Vegan Mink Coat,Off White C,Closed,Skateboard,Human,Careless,2058,8,,,IKZ Baseball Cap,,
2059,Spirit Long,Frog Yukata,Off White C,Pout,Sakura Katana,Spirit,White,2059,8,,,,,Sakura
2060,Green Ombre Bangs,Hoodie with Bag,Red,Face Mask,,Blue,White,2060,6,,,,,
2061,Magenta Pigtails,Cloud Poncho,Off White D,Smirk,,Human,Calm,2061,9,Blue Fan,,Chef Headband,,Water
2062,Blue Short Spiky,Dress Shirt,Cool Gray,Pout,Golden Fishing Rod,Human,Closed,2062,9,,Towel,,,Fireflies
